UML ID	Group Name	Parent Company	Mill Name	RSPO Certification	Latitude	Longitude	Country	Province	District
PO1000000936	HAP SENG PLANTATIONS HOLDINGS BERHAD	JEROCO PLANTATIONS SDN BHD	JEROCO 1	IP	5.431112	118.417224	Malaysia	Sabah	Kinabatangan
PO1000000939	DHARMA SATYA NUSANTARA (DSN)	DHARMA SATYA NUSANTARA	PT DHARMA SATYA NUSANTARA	IP	1.250806	116.728917	Indonesia	Kalimantan Timur	Kutai Timur
PO1000000950	DHARMA SATYA NUSANTARA (DSN)	DHARMA SATYA NUSANTARA	PKS 3	Not Certificated	1.256028	116.87475	Indonesia	Kalimantan Timur	Kutai Timur
PO1000000953	WILMAR GROUP	BULUH CAWANG PLANTATIONS	DABUK REJO	MB	-3.948633	104.957367	Indonesia	Sumatera Selatan	Ogan Komering Ilir
PO1000000967	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	FAJAR HARAPAN	Not Certificated	5.194956	119.187378	Malaysia	Sabah	Lahad Datu
PO1000000968	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	BAIDURI AYU	Not Certificated	5.081152	118.939752	Malaysia	Sabah	Lahad Datu
PO1000001031	SIME DARBY	SIME DARBY PLANTATION BHD	PAGOH (SOU 19)	MB	2.077424	102.718519	Malaysia	Johor	Muar
PO1000001043	WILMAR GROUP	BUMI SAWIT KENCANA	BUMI SAWIT KENCANA	"IP, MB"	-2.230183	112.49125	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000001050	LAM SOON (THAILAND)	UNITED PALM OIL INDUSTRY PUBLIC COMPANY LTD (UPOIC)	UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED (UPOIC)	"IP, MB"	8.1538	99.0219	Thailand	Krabi	Nua Khlong
PO1000001053	TDM BERHAD	TDM PLANTATION SDN BHD	KEMAMAN	IP	4.403	103.248	Malaysia	Trengganu	Kemaman
PO1000001056	SINAR MAS	IVO MAS TUNGGAL	UJUNG TANJUNG	MB	0.969733	101.26075	Indonesia	Riau	Siak
PO1000001057	SINAR MAS	IVO MAS TUNGGAL	LIBO	IP	0.928611	101.206389	Indonesia	Riau	Siak
PO1000001058	SINAR MAS	IVO MAS TUNGGAL	SAM-SAM	IP	0.9375	101.3002	Indonesia	Riau	Siak
PO1000001060	SINAR MAS	BUANA WIRALESTARI MAS	SEKIJANG	MB	0.833933	101.044283	Indonesia	Riau	Kampar
PO1000001061	SINAR MAS	BUANA WIRALESTARI MAS	NAGA SAKTI	IP	0.7827	101.049567	Indonesia	Riau	Kampar
PO1000001062	SINAR MAS	RAMAJAYA PRAMUKTI	RAMARAMA	MB	0.533494	101.076381	Indonesia	Riau	Kampar
PO1000001064	SINAR MAS	BUMIPALMA LESTARIPERSADA	BUMI PALMA	Not Certificated	-0.598056	102.983333	Indonesia	Riau	Indragiri Hilir
PO1000001065	SINAR MAS	MEGANUSA INTISAWIT	INDRA SAKTI	IP	-0.5692	102.305851	Indonesia	Riau	Indragiri Hulu
PO1000001079	SINAR MAS	SINAR MAS AGRO RESOURCES AND TECHNOLOGY	PADANG HALABAN	IP	2.319167	99.839444	Indonesia	Sumatera Utara	Labuhanbatu Utara
PO1000001094	IOI CORPORATION	IOI CORPORATION BHD	LEEPANG	IP	5.549056	118.437595	Malaysia	Sabah	Kinabatangan
PO1000001098	IOI CORPORATION	IOI CORPORATION BHD	MORISEM	IP	5.493525	118.370047	Malaysia	Sabah	Kinabatangan
PO1000001113	TDM BERHAD	TDM PLANTATION SDN BHD	SUNGAI TONG PALM OIL MILL 	MB	5.308094	102.910417	Malaysia	Trengganu	Setiu
PO1000001150	SINAR MAS	TAPIAN NADENGGAN	LANGGA PAYUNG PALM OIL MILL	MB	1.654444	99.886944	Indonesia	Sumatera Utara	Padang Lawas Utara
PO1000001151	SINAR MAS	SINAR MAS AGRO RESOURCES AND TECHNOLOGY	BATU AMPAR	MB	-3.1981	116.0219	Indonesia	Kalimantan Selatan	Kota Baru
PO1000001152	SINAR MAS	SINAR MAS AGRO RESOURCES AND TECHNOLOGY	TANAH LAUR	MB	-3.790278	115.283056	Indonesia	Kalimantan Selatan	Tanah Laut
PO1000001154	SINAR MAS	TAPIAN NADENGGAN	HANAU	MB	-2.360861	112.109694	Indonesia	Kalimantan Tengah	Seruyan
PO1000001155	SINAR MAS	BINASAWIT ABADI PRATAMA	SUNGAI RUNGAU	IP	-2.3206	112.334	Indonesia	Kalimantan Tengah	Seruyan
PO1000001156	SINAR MAS	TAPIAN NADENGGAN	SEMILAR	IP	-2.248111	112.340417	Indonesia	Kalimantan Tengah	Seruyan
PO1000001207	CARGILL	AYU SAWIT LESTARI	PAKU JUANG	IP	-2.433267	110.817511	Indonesia	Kalimantan Barat	Ketapang
PO1000001208	CARGILL	HARAPAN SAWIT LESTARI	MANIS MATA	MB	-2.483162	111.018391	Indonesia	Kalimantan Barat	Ketapang
PO1000001233	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	BUKIT SAGU	MB	3.9669	103.1487	Malaysia	Pahang	Kuantan
PO1000001250	SOCFIN S.A.	SOCFIN INDONESIA	NEGERI LAMA	IP	2.31725	100.070169	Indonesia	Sumatera Utara	Labuhanbatu
PO1000001251	SOCFIN S.A.	SOCFIN INDONESIA	SUNGAI LIPUT	IP	4.2319	98.0594	Indonesia	Aceh	Aceh Tamiang
PO1000001252	SOCFIN S.A.	SOCFIN INDONESIA	AEK LOBA	IP	2.651389	99.617778	Indonesia	Sumatera Utara	Asahan
PO1000001256	SOCFIN S.A.	SOCFIN INDONESIA	MATA PAO MILL	IP	3.530833	99.091944	Indonesia	Sumatera Utara	Serdang Bedagai
PO1000001263	JOHOR PLANTATIONS BERHAD	JOHOR PLANTATIONS BERHAD	TEREH	"IP, MB"	2.217023	103.352357	Malaysia	Johor	Keluang
PO1000001264	KULIM (MALAYSIA) BERHAD	SINDORA BHD	SINDORA	"IP, MB"	1.985372	103.46231	Malaysia	Johor	Keluang
PO1000001265	KULIM (MALAYSIA) BERHAD	MAHAMURNI PLANTATIONS SDN BHD	PALONG COCOA	"IP, MB"	2.7064	102.785012	Malaysia	Johor	Segamat
PO1000001278	SIPEF	AGRO MUKO	MUKOMUKO POM	IP	-2.601342	101.277978	Indonesia	Bengkulu	Mukomuko
PO1000001279	SIPEF	AGRO MUKO	BUNGA TANJUNG	IP	-2.716388	101.369444	Indonesia	Bengkulu	Mukomuko
PO1000001285	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	BUKIT BESAR	Not Certificated	1.772191	103.7022	Malaysia	Johor	Kota Tinggi
PO1000001309	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KULAI	MB	1.739556	103.647292	Malaysia	Johor	Kulaijaya
PO1000001310	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	PENGGELI	MB	1.827009	103.639143	Malaysia	Johor	Kota Tinggi
PO1000001311	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	BELITONG	MB	1.937607	103.4986	Malaysia	Johor	Keluang
PO1000001313	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	NITAR	MB	2.406759	103.657348	Malaysia	Johor	Mersing
PO1000001314	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KAHANG	Not Certificated	2.075104	103.494118	Malaysia	Johor	Keluang
PO1000001315	PASIFIK AGRO SENTOSA (PAS)	BARUMUN AGRI SENTOSA	AEK SIGALA GALA	MB	1.621167	100.102444	Indonesia	Sumatera Utara	Padang Lawas Utara
PO1000001320	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	LEPAR HILIR	MB	3.645278	103.012778	Malaysia	Pahang	Kuantan
PO1000001342	SINAR MAS	SUMBER INDAH PERKASA	SUNGAI BUAYA	IP	-4.128611	105.438839	Indonesia	Lampung	Mesuji
PO1000001343	SINAR MAS	SUMBER INDAH PERKASA	SUNGAI MERAH	MB	-4.218444	105.588769	Indonesia	Lampung	Tulangbawang
PO1000001344	SINAR MAS	KRESNA DUTA AGROINDO	JELATANG	MB	-2.072222	102.485833	Indonesia	Jambi	Merangin
PO1000001345	SINAR MAS	KRESNA DUTA AGROINDO	LANGLING	MB	-2.100833	102.374444	Indonesia	Jambi	Merangin
PO1000001372	SINAR MAS	MASKAPAI PERKEBUNAN LEIDONG WEST INDONESIA	MASKAPAI PERKEBUAN LEIDONG WEST	MB	-1.901389	105.476389	Indonesia	Bangka Belitung	Bangka Barat
PO1000001380	SIME DARBY	LAGUNA MANDIRI	BETUNG	MB	-2.379167	116.203056	Indonesia	Kalimantan Selatan	Kota Baru
PO1000001381	SIME DARBY	BHUMIREKSA NUSA SEJATI	MANDAH FACTORY	IP	0.1159722	103.5491389	Indonesia	Riau	Indragiri Hilir
PO1000001383	SINAR MAS	FORESTA LESTARI DWIKARYA	TANJUNG KEMBIRI	MB	-3.0324871	107.770416	Indonesia	Bangka Belitung	Belitung
PO1000001394	UNKNOWN	"THE NATURAL PALM GROUP CO.,LTD"	"THE NATURAL PALM GROUP CO., LTD."	MB	10.293034	99.090577	Thailand	Chumphon	Sawi
PO1000001417	KUALA LUMPUR KEPONG (KLK)	ADEI PLANTATION AND INDUSTRY	NILO 1	"IP, MB"	0.3480556	101.971667	Indonesia	Riau	Pelalawan
PO1000001418	KUALA LUMPUR KEPONG (KLK)	ADEI PLANTATION AND INDUSTRY	NILO 2	IP	0.3525	102.094722	Indonesia	Riau	Pelalawan
PO1000001423	DAABON GROUP	PALMAS DE SAN ALBERTO S.A.S	PALMAS DE SAN ALBERTO S.A.S	IP	7.703464	-73.455515	Colombia	Cesar	San Alberto
PO1000001431	FORESTA FOOD CORPORATION	EXTRACTORA LA FRANCIA / AGROCARIBE	EXTRACTORA DEL ATLANTICO	IP	15.582959	-88.559814	Guatemala	Izabal	Morales
PO1000001488	MP EVANS	PRIMA MITRAJAYA MANDIRI	BENUA PUHUN	"IP, MB"	-0.297714	116.763666	Indonesia	Kalimantan Timur	Kutai Kartanegara
PO1000001529	MUSIM MAS	SIRINGO-RINGO	SIRINGO RINGO	"IP, MB"	2.1	99.77	Indonesia	Sumatera Utara	Labuhanbatu
PO1000001564	PTPN III	PERKEBUNAN NUSANTARA III	AEK NABARA SELATAN	"IP, MB"	2.058056	99.955278	Indonesia	Sumatera Utara	Labuhanbatu
PO1000001565	PTPN III	PERKEBUNAN NUSANTARA III	AEK TOROP	"IP, MB"	1.79278	100.15583	Indonesia	Sumatera Utara	Labuhanbatu Selatan
PO1000001566	PTPN III	PERKEBUNAN NUSANTARA III	AEK RASO	MB	1.703883	100.172217	Indonesia	Sumatera Utara	Labuhanbatu Selatan
PO1000001611	SINAR MAS	BUMI SAWIT PERMAI	BUMI SAWIT	MB	-3.5257	104.3443	Indonesia	Sumatera Selatan	Ogan Ilir
PO1000001612	SINAR MAS	SAWIT MAS SEJAHTERA	PANGKALAN PANJI	MB	-2.948531	104.466511	Indonesia	Sumatera Selatan	Banyu Asin
PO1000001618	TRIPUTRA AGRO PERSADA	GAWI BAHANDEP SAWIT MEKAR	GAWI BAHANDEP SAWIT MEKAR	"IP, MB"	-2.951233	112.347033	Indonesia	Kalimantan Tengah	Seruyan
PO1000001619	TRIPUTRA AGRO PERSADA	BRAHMA BINA BAKTI	BRAHMA BINABAKTI	MB	-1.3467	103.327983	Indonesia	Jambi	Muaro Jambi
PO1000001631	SINAR MAS	DJUANDA SAWIT LESTARI	MUARA KANDIS	MB	-2.900278	103.1775	Indonesia	Sumatera Selatan	Musi Rawas
PO1000001637	SINAR MAS	AGRO LESTARI MANDIRI	PEKAWAI	MB	-1.521222	110.458915	Indonesia	Kalimantan Barat	Ketapang
PO1000001638	GOLDEN AGRI RESOURCES 	KENCANA GRAHA PERMAI	KENANGA PALM OIL MILL	MB	-2.1404	110.5158	Indonesia	Kalimantan Barat	Ketapang
PO1000001654	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	EMBARA BUDI	Not Certificated	5.132065	119.092445	Malaysia	Sabah	Lahad Datu
PO1000001655	SIPEF	HARGY OIL PALM LTD	BAREMA PALM OIL MILL	Not Certificated	-5.210444	151.129872	Papua New Guinea	West New Britain	Talasea
PO1000001670	SIPEF	UMBUL MAS WISESA	UMBUL MAS WISESA	IP	2.210808	100.271064	Indonesia	Sumatera Utara	Labuhanbatu Selatan
PO1000001677	WILMAR GROUP	BENSO OIL PALM PLANTATION LTD	BENSO OIL PALM PLANTATION OIL MILL	MB	5.110717	-1.913683	Ghana	Western	Mpohor Wassa East
PO1000001683	BUMITAMA GUNAJAYA AGRO (BGA)	WINDU NABATINDO LESTARI	PUNDU NABATINDO	MB	-1.993167	113.060706	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000001684	BUMITAMA GUNAJAYA AGRO (BGA)	KARYA MAKMUR BAHAGIA	GUNUNG MAKMUR	"IP, MB"	-1.761271	112.597416	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000001697	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	LANCANG KEMUDI	Not Certificated	5.232319	119.057997	Malaysia	Sabah	Lahad Datu
PO1000001698	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	HAMPARAN BADAI	Not Certificated	5.336233	119.204668	Malaysia	Sabah	Kinabatangan
PO1000001699	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	MERCU PUSPITA	Not Certificated	5.205806	119.013742	Malaysia	Sabah	Lahad Datu
PO1000001700	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	NILAM PERMATA	Not Certificated	5.290831	119.009438	Malaysia	Sabah	Kinabatangan
PO1000001701	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KEMBARA SAKTI	Not Certificated	5.361039	119.093	Malaysia	Sabah	Kinabatangan
PO1000001702	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	UMAS	Not Certificated	4.496906	117.650576	Malaysia	Sabah	Tawau
PO1000001703	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KALABAKAN	Not Certificated	4.370035	117.512487	Malaysia	Sabah	Tawau
PO1000001722	SINAR MAS	SATYA KISMA USAHA	SUNGAI BENGKAL	MB	-1.590556	102.61	Indonesia	Jambi	Tebo
PO1000001740	WINGS AGRO	GAWI MAKMUR KALIMANTAN	JORONG	"IP, MB"	-3.822704	114.963451	Indonesia	Kalimantan Selatan	Tanah Laut
PO1000001761	SINAR MAS	BUMI PERMAI LESTARI	BUKIT PERAK	MB	-1.820147	105.5509042	Indonesia	Bangka Belitung	Bangka Barat
PO1000001765	SINAR MAS	KRESNA DUTA AGROINDO	MUARA WAHAU	MB	1.111161	117.023161	Indonesia	Kalimantan Timur	Kutai Timur
PO1000001774	SOCFIN S.A.	SOCFIN INDONESIA	SEUNAGAN	IP	4.06	96.262222	Indonesia	Aceh	Nagan Raya
PO1000001775	SOCFIN S.A.	SOCFIN INDONESIA	LAE BUTAR	IP	2.391111	97.956667	Indonesia	Aceh	Aceh Singkil
PO1000001777	SOCFIN S.A.	SOCFIN INDONESIA	SEUMANYAM	IP	3.965278	96.565278	Indonesia	Aceh	Nagan Raya
PO1000001784	PTPN III	PERKEBUNAN NUSANTARA III	SEI BARUHUR	"IP, MB"	1.688483	100.285767	Indonesia	Sumatera Utara	Labuhanbatu Selatan
PO1000001867	SIME DARBY	SANDIKA NATAPALMA	LEMBIRU	"IP, MB"	-2.17	110.667778	Indonesia	Kalimantan Barat	Ketapang
PO1000001890	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SG TENGI	Not Certificated	3.586092	101.415603	Malaysia	Selangor	Hulu Selangor
PO1000001891	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	PANCHING	Not Certificated	3.826111	103.166111	Malaysia	Pahang	Kuantan
PO1000001892	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	BESOUT	MB	3.881294	101.277061	Malaysia	Perak	Batang Padang
PO1000001893	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	TROLAK	Not Certificated	3.937983	101.350228	Malaysia	Perak	Batang Padang
PO1000001894	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KERATONG 2	MB	2.919339	102.873272	Malaysia	Pahang	Rompin
PO1000001895	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KERATONG 3	MB	2.929591	102.935503	Malaysia	Pahang	Rompin
PO1000001896	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	NERAM	MB	4.006667	103.288611	Malaysia	Trengganu	Kemaman
PO1000001897	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KRAU	Not Certificated	3.647222	101.976389	Malaysia	Pahang	Raub
PO1000001898	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	MEMPAGA	Not Certificated	3.527222	101.980278	Malaysia	Pahang	Bentong
PO1000001899	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SERTING	MB	2.900353	102.445975	Malaysia	Negeri Sembilan	Jempol
PO1000001901	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	JERANGAU BARAT	Not Certificated	4.916111	103.135278	Malaysia	Trengganu	Dungun
PO1000001902	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	JERANGAU BARU	Not Certificated	4.934167	103.184444	Malaysia	Trengganu	Hulu Terengganu
PO1000001903	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SELANCAR 2A	Not Certificated	2.6522	103.019	Malaysia	Pahang	Rompin
PO1000001904	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SELANCAR 2B	MB	2.63879	103	Malaysia	Pahang	Rompin
PO1000001905	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SELENDANG	Not Certificated	2.703328	103.440119	Malaysia	Pahang	Rompin
PO1000001906	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	FPISB KILANG SAWIT CHALOK	Not Certificated	5.453889	102.7825	Malaysia	Trengganu	Setiu
PO1000001907	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KERTEH	MB	4.6258333	103.331944	Malaysia	Trengganu	Dungun
PO1000001920	SINAR MAS	TAPIAN NADENGGAN	JAK LUAY	MB	0.950833	116.915	Indonesia	Kalimantan Timur	Kutai Timur
PO1000001960	PASIFIK AGRO SENTOSA (PAS)	RIMBA MUJUR MAHKOTA	SIKARAKARA	MB	0.6720556	99.092	Indonesia	Sumatera Utara	Mandailing Natal
PO1000001968	KUALA LUMPUR KEPONG (KLK)	KUALA LUMPUR KEPONG BHD	KUALA PERTANG	MB	5.623056	102.238056	Malaysia	Kelantan	Kuala Krai
PO1000001992	ANJ GROUP	AUSTINDO NUSANTARA JAYA AGRI SIAIS	AUSTINDO NUSANTARA JAYA AGRI SIAIS	MB	1.17442	99.15518	Indonesia	Sumatera Utara	Tapanuli Selatan
PO1000002037	DHARMA SATYA NUSANTARA (DSN)	DHARMA SATYA NUSANTARA	PKS 5	"IP, MB"	-1.971111	111.3519	Indonesia	Kalimantan Tengah	Lamandau
PO1000002063	ROYAL GOLDEN EAGLE	RIGUNAS AGRI UTAMA	PERANAP	IP	-0.584722	102.019444	Indonesia	Riau	Indragiri Hulu
PO1000002070	TIAN SIANG HOLDINGS SDN BHD	TIAN SIANG OILL MILL SDN BHD	TIAN SIANG OILL MILL	Not Certificated	5.401358	117.884679	Malaysia	Sabah	Kinabatangan
PO1000002088	DHARMA SATYA NUSANTARA (DSN)	DHARMA SATYA NUSANTARA	PKS 4	MB	1.151778	116.746333	Indonesia	Kalimantan Timur	Kutai Timur
PO1000002103	WINGS AGRO	GAWI MAKMUR KALIMANTAN	SATUI	MB	-3.737972	115.455194	Indonesia	Kalimantan Selatan	Tanah Bumbu
PO1000002130	UNKNOWN	UNKNOWN	AGRONUSA INVESTAMA 1	Not Certificated	1.353558	109.507954	Indonesia	Kalimantan Barat	Sambas
PO1000002132	WILMAR GROUP	DAYA LABUHAN INDAH	DAYA LABUHAN INDAH 2	"IP, MB"	2.2861111	100.140833	Indonesia	Sumatera Utara	Labuhanbatu
PO1000002133	WILMAR GROUP	GERSINDO MINANG PLANTATION	GERSINDO MINANG PLANTATION	MB	0.120549	99.718255	Indonesia	Sumatera Barat	Pasaman Barat
PO1000002136	HAP SENG PLANTATIONS HOLDINGS BERHAD	HAP SENG PLANTATIONS (RIVER ESTATES) SDN BHD	TOMANGGONG	"IP, MB"	5.4273056	118.65931	Malaysia	Sabah	Kinabatangan
PO1000002142	ROYAL GOLDEN EAGLE	TUNGGAL YUNUS ESTATE	TOPAZ	"IP, MB"	0.689389	100.935	Indonesia	Riau	Kampar
PO1000002143	ROYAL GOLDEN EAGLE	DASA ANUGERAH SEJATI	TAMAN RAJA	MB	-1.176694	103.007806	Indonesia	Jambi	Tanjung Jabung B
PO1000002144	ROYAL GOLDEN EAGLE	SUPRA MATRA ABADI	TANAH DATAR	"IP, MB"	3.148056	99.556389	Indonesia	Sumatera Utara	Batu Bara
PO1000002145	ROYAL GOLDEN EAGLE	SUPRA MATRA ABADI	AEK NABARA	MB	1.999722	99.939722	Indonesia	Sumatera Utara	Labuhanbatu
PO1000002146	ROYAL GOLDEN EAGLE	SUPRA MATRA ABADI	TELUK PANJIE	MB	2.002806	100.243611	Indonesia	Sumatera Utara	Labuhanbatu Selatan
PO1000002147	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	NEGERI LAMA I	Not Certificated	2.359694	100.041889	Indonesia	Sumatera Utara	Labuhanbatu
PO1000002158	SALIM GROUP	SALIM IVOMAS PRATAMA	SEI DUA	Not Certificated	1.751238	100.590906	Indonesia	Riau	Rokan Hilir
PO1000002159	SALIM GROUP	GUNUNG MAS RAYA	SUNGAI BANGKO	Not Certificated	1.5857	100.6765	Indonesia	Riau	Rokan Hilir
PO1000002188	UNKNOWN	SAVONNERIE TROPICALE	HUILERIE DE MELVILLE	"IP, MB"	-18.233433	49.292367	Madagascar	Toamasina	Atsinanana
PO1000002198	SINAR MAS	BINASAWIT ABADI PRATAMA	PT BINASAWIT ABADI PRATAMA - PERDANA MILL	Not Certificated	-2.422506	112.359586	Indonesia	Kalimantan Tengah	Seruyan
PO1000002218	LONSUM	PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA	BELANI ELOK	Not Certificated	-2.615556	103.1456	Indonesia	Sumatera Selatan	Musi Rawas
PO1000002219	LONSUM	PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA	BEGERPANG	Not Certificated	3.458888	98.823333	Indonesia	Sumatera Utara	Deli Serdang
PO1000002226	LONSUM	PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA	GUNUNG MALAYU	Not Certificated	2.70104	99.57361	Indonesia	Sumatera Utara	Asahan
PO1000002227	LONSUM	PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA	DOLOK	Not Certificated	3.16491	99.43033	Indonesia	Sumatera Utara	Batu Bara
PO1000002304	CITRA BORNEO INDAH (CBI)	SAWIT SUMBERMAS SARANA	SULUNG	MB	-2.305556	111.614806	Indonesia	Kalimantan Tengah	Kotawaringin Barat
PO1000002320	SINAR MAS	SINAR MAS AGRO RESOURCES AND TECHNOLOGY	BATU KAPUR	Not Certificated	-2.942661	116.047451	Indonesia	Kalimantan Selatan	Kota Baru
PO1000002335	PTPN III	PERKEBUNAN NUSANTARA IV	PULAU RAJA	"IP, MB"	2.701905	99.623998	Indonesia	Sumatera Utara	Asahan
PO1000002356	MUSIM MAS	GUNTUNG IDAMAN NUSA	GUNTUNG IDAMAN NUSA 1	MB	0.16161	103.289583	Indonesia	Riau	Indragiri Hilir
PO1000002358	SIAT	GOPDC	GOPDC	Not Certificated	6.256111	-0.943889	Ghana	Eastern	Kwabibirem
PO1000002360	CARGILL	INDO SAWIT KEKAL	RIVER VIEW	IP	-2.514533	110.914703	Indonesia	Kalimantan Barat	Ketapang
PO1000002366	SIPEF	SIPEFCI	SOUBRE	Not Certificated	5.668856	-6.273887	Côte d'Ivoire	Bas-Sassandra	Nawa
PO1000002367	LONSUM	PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA	TURANGIE	Not Certificated	3.479046	98.267726	Indonesia	Sumatera Utara	Langkat
PO1000002415	UNKNOWN	THAITALLOW AND OIL CO.LTD	THAITALLOW AND OIL CO.LTD (SITE 1)	Not Certificated	8.5336472	99.104283	Thailand	Surat Thani	Prasaeng
PO1000002439	GENTING PLANTATIONS	GENTING PLANTATIONS BHD	GENTING AYER ITEM	Not Certificated	1.856092	103.209291	Malaysia	Johor	Keluang
PO1000002459	UNKNOWN	ACEITES Y DERIVADOS S.A.	ACEITES Y DERIVADOS S.A. (ACEYDESA)	"IP, MB"	15.8244028	-85.896528	Honduras	Colón	Trujillo
PO1000002490	UNKNOWN	"SRIJAROEN PALM OIL CO.,LTD"	"SRIJAROEN PALM OIL CO.,LTD."	Not Certificated	8.290611	99.055194	Thailand	Krabi	Khao Phanom
PO1000002491	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	UKUI II	IP	-0.277042	102.116078	Indonesia	Riau	Indragiri Hulu
PO1000002520	PTPN III	PERKEBUNAN NUSANTARA IV	PABATU	MB	3.286111	99.109167	Indonesia	Sumatera Utara	Serdang Bedagai
PO1000002539	PTPN III	PERKEBUNAN NUSANTARA IV	DOLOK ILIR	MB	3.120417	99.159067	Indonesia	Sumatera Utara	Simalungun
PO1000002543	TIAN SIANG HOLDINGS SDN BHD	TIAN SIANG OILL MILL (AIR KUNING) SDN BHD	TIAN SIANG AIR KUNING	Not Certificated	4.1614	101.1648	Malaysia	Perak	Batang Padang
PO1000002607	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	TANJUNG SELAMAT	MB	2.128889	100.008889	Indonesia	Sumatera Utara	Labuhanbatu
PO1000002608	ROYAL GOLDEN EAGLE	GUNUNG MELAYU	GUNUNG MELAYU II	MB	2.749444	99.469722	Indonesia	Sumatera Utara	Asahan
PO1000002609	ROYAL GOLDEN EAGLE	SAUDARA SEJATI LUHUR	GUNUNG MELAYU I	MB	2.791667	99.598333	Indonesia	Sumatera Utara	Asahan
PO1000002631	FIRST RESOURCES	ARINDO TRISEJAHTERA	ARINDO TRI SEJAHTERA	IP	0.580556	100.926111	Indonesia	Riau	Kampar
PO1000002637	FIRST RESOURCES	MERIDAN SEJATISURYA PLANTATION	MERIDAN SEJATI SURYA PLANTATION	"IP, MB"	0.5380278	101.729888	Indonesia	Riau	Siak
PO1000002651	SALIM GROUP	IDRIPLANT	NAPAL	Not Certificated	-0.677472	101.913583	Indonesia	Riau	Indragiri Hulu
PO1000002653	SALIM GROUP	SERIKAT PUTRA	LUBUK RAJA	Not Certificated	0.1263	102.126247	Indonesia	Riau	Pelalawan
PO1000002676	GOODHOPE	AGRO INDOMAS	SUNGAI PURUN	"IP, MB"	-2.524252	112.4168	Indonesia	Kalimantan Tengah	Seruyan
PO1000002677	GOODHOPE	AGRO INDOMAS	TERAWAN	"IP, MB"	-2.559957	112.3736	Indonesia	Kalimantan Tengah	Seruyan
PO1000002706	BOUSTEAD PLANTATIONS BERHAD	BOUSTEAD GRADIENT SDN BHD	NAK	MB	5.900126	117.854233	Malaysia	Sabah	Sandakan
